head,dim,component,omega_scaled,period_scaled,period_days,dim_name
2,32,periodic,53.33222961425781,0.11781216412782669,11.781216412782669,dim_032
2,33,periodic,43.591827392578125,0.14413677155971527,14.413677155971527,dim_033
2,34,periodic,58.2847785949707,0.10780148208141327,10.780148208141327,dim_034
2,35,periodic,64.16047668457031,0.0979292243719101,9.79292243719101,dim_035
2,36,periodic,65.22747039794922,0.0963272899389267,9.63272899389267,dim_036
2,37,periodic,74.32878875732422,0.08453232795000076,8.453232795000076,dim_037
2,38,periodic,62.01454544067383,0.10131793469190598,10.131793469190598,dim_038
2,39,periodic,88.02229309082031,0.07138175517320633,7.138175517320633,dim_039
2,40,periodic,86.20394897460938,0.07288744300603867,7.288744300603867,dim_040
2,41,periodic,101.69195556640625,0.061786454170942307,6.178645417094231,dim_041
2,42,periodic,109.7685775756836,0.05724029242992401,5.724029242992401,dim_042
2,43,periodic,98.73067474365234,0.06363964825868607,6.363964825868607,dim_043
2,44,periodic,133.22784423828125,0.047161202877759933,4.716120287775993,dim_044
2,45,periodic,139.8303985595703,0.04493433237075806,4.493433237075806,dim_045
2,46,periodic,149.16827392578125,0.04212145879864693,4.212145879864693,dim_046
2,47,periodic,137.9569091796875,0.04554454982280731,4.554454982280731,dim_047
2,48,periodic,161.6299591064453,0.03887389227747917,3.887389227747917,dim_048
2,49,periodic,173.61329650878906,0.0361906923353672,3.6190692335367203,dim_049
2,50,periodic,198.31288146972656,0.031683195382356644,3.1683195382356644,dim_050
2,51,periodic,244.07186889648438,0.02574317716062069,2.574317716062069,dim_051
2,52,periodic,221.37655639648438,0.02838234417140484,2.838234417140484,dim_052
2,53,periodic,250.0403289794922,0.025128688663244247,2.5128688663244247,dim_053
2,54,periodic,307.7601013183594,0.020415853708982468,2.0415853708982468,dim_054
2,55,periodic,309.8146667480469,0.020280465483665466,2.0280465483665466,dim_055
2,56,periodic,392.4695129394531,0.016009358689188957,1.6009358689188957,dim_056
2,57,periodic,336.6006774902344,0.01866658590734005,1.866658590734005,dim_057
2,58,periodic,360.1653747558594,0.0174452792853117,1.74452792853117,dim_058
2,59,periodic,450.8675537109375,0.01393576804548502,1.393576804548502,dim_059
2,60,periodic,442.1548156738281,0.014210374094545841,1.4210374094545841,dim_060
2,61,periodic,569.7405395507812,0.011028151959180832,1.1028151959180832,dim_061
2,62,periodic,632.2841796875,0.009937280789017677,0.9937280789017677,dim_062
2,63,periodic,618.784912109375,0.01015407033264637,1.015407033264637,dim_063
3,0,linear,,,,dim_000
3,1,periodic,5.799612522125244,1.0833802223205566,108.33802223205566,dim_001
3,2,periodic,5.238467216491699,1.1994320154190063,119.94320154190063,dim_002
3,3,periodic,5.509416580200195,1.1404447555541992,114.04447555541992,dim_003
3,4,periodic,6.030909538269043,1.0418305397033691,104.18305397033691,dim_004
3,5,periodic,6.370491981506348,0.9862951636314392,98.62951636314392,dim_005
3,6,periodic,5.382163047790527,1.1674089431762695,116.74089431762695,dim_006
