simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
240	0.74524378	0.10297563	0.81742099	434.85593	19.661768	1.3372456	0.90032036	-0.069745488
241	1.3273073	-0.079149188	1.793553	477.79434	18.811528	1.1910996	0.89312425	0.45217451
242	3.1405905	1.1497394	0.97321528	372.59249	2.8662384	1.0872215	-0.58860881	0.39990161
243	5.8588091	-0.78602507	0.85275764	942.30524	4.5856778	1.5286897	0.11837635	-0.30290089
244	4.5219046	-0.76369999	2.090916	345.65874	9.7016737	1.2617449	0.63911754	0.010069983
245	5.8236005	0.044783924	2.5897302	816.0063	10.290715	1.8428986	0.9589225	0.026751452
246	2.463283	0.27196486	2.4618872	580.4681	6.1389015	1.7913987	0.82454656	-0.4511764
247	5.3420231	-0.5558374	2.1896167	909.43468	11.028562	1.8967018	0.93588211	0.16374695
248	5.9487341	-0.05393833	2.5443159	653.68975	4.2236922	1.1899825	0.00404647	0.27598759
249	1.9965221	-1.1329135	1.9598427	266.9062	9.425092	1.1532569	0.826408	0.26390002
250	4.8919335	1.239646	0.56920004	941.35271	14.278046	1.2738537	0.77956789	-0.48887468
251	5.8928598	-1.0205915	2.7118834	246.35344	10.732868	1.6792761	0.93709035	-0.22840589
252	4.4114186	-0.88169211	0.29660621	149.40575	3.0822456	1.1568492	-0.091913027	-0.17895879
253	0.088563696	-1.0664334	0.94095753	406.15175	6.0011379	1.4569946	0.83572681	0.31731036
254	3.5033011	0.14268712	0.5916801	690.45132	5.744635	1.4531818	0.51090411	0.19896082
255	1.4902881	-0.36893587	1.8343094	323.16056	6.0025026	1.0942934	0.10723877	-0.49339897
256	3.5782607	0.53388468	0.60175097	804.6264	20.496577	1.2275055	0.90571716	0.069151977
257	1.0026221	-0.61146564	0.60948883	414.25746	16.678254	1.3246148	0.98792787	-0.049098101
258	3.9864343	0.70867761	0.71865787	121.72001	12.715839	1.659771	0.96223617	-0.23681984
259	2.0938761	0.87630963	0.29269235	813.58157	5.5561554	1.7025263	0.66957928	-0.46544809
260	0.91871832	0.18796235	2.1024028	340.93267	6.5292464	1.1256635	0.53644466	0.20311777
261	6.2481469	-0.38776539	2.3236837	939.61554	11.495956	1.6144344	0.75415359	-0.23589102
262	5.9736008	-0.2515154	2.2901096	341.31852	10.849243	1.6849487	0.91602198	-0.3042799
263	4.1554147	0.81073379	0.71407871	510.29692	14.437388	1.612877	0.95667129	0.33992251
